model_id,sample_id,patient_id,parent_id,model_name,synonyms,tissue,cancer_type,cancer_type_ncit_id,tissue_status,sample_site,cancer_type_detail,model_type,growth_properties,model_treatment,sampling_day,sampling_month,sampling_year,doi,pmed,msi_status,ploidy_snp6,ploidy_wes,ploidy_wgs,mutational_burden,model_comments,model_relations_comment,COSMIC_ID,BROAD_ID,CCLE_ID,RRID,HCMI,suppliers,supplier,cat_number,species,gender,ethnicity,age_at_sampling,family_history_of_cancer,prior_same_malignancy,prior_other_malignancy,smoking_status,alcohol_exposure_intensity,alcohol_consumption_per_week,history_diabetes,diabetes_treatment,colorectal_cancer_risk_factors,patient_history_of_gastrointestinal_disorder,gastrointestinal_disorder_diagnosed,prior_synchronous_colon_rectal_tumours,history_prior_colon_polyps,previous_current_barretts_oesophagus,reflux_disease_prior,reflux_disease_treatment,h_pylori_infection,history_clinical_chronic_pancreatitis,tumour_grade,tnm_integrated,tnm_t,tnm_n,tnm_m,clinical_staging,metastasis_at_diagnosis,metastatic_site_at_diagnosis,method_procurement,sample_treatment,sample_treatment_details,radiation_type,prior_therapy_outcome,tumour_regression_score,colon_polyps_present_at_time_of_tissue_collection,venous_invasion_present,venous_invasion_type,lymphatic_invasion_present,perineural_invasion_present,gastric_oesophageal_junction,barretts_goblet_cells_present,oesophageal_columnar_metaplasia,goblet_cells_oesophageal_columnar_mucosa,degree_of_dysplasia_non_cancerous_oesophageal_columnar_mucosa,peripancreatic_lymph_nodes_tested_surgery,number_positive_peripancreatic_lymph_nodes,mlh1_expression_by_ihc,mlh1_promoter_methylation_status,msh2_expression_by_ihc,pms2_expression_by_ihc,msh6_expression_by_ihc,braf_mutation_identified,braf_expression_by_ihc,pik3ca_mutation_identified,pten_expression_by_ihc,pten_mutation_identified,kras_mutation_identified,mismatch_repair_status,preoperative_ce_alevel,crispr_ko_data
SIDM01075,SIDS00426,SIDP00367,,WIL2-S,,Haematopoietic and Lymphoid,Non-Cancerous,C97074,Tumour,Unknown,Hereditary Spherocytosis,Cell Line,Suspension,,,,,,,,,,,,,WIL2-S is a HAT sensitive variant of the WIL2-NS cell line (ATCC).,,,,CVCL_3809,,ATCC:CRL-8885,ATCC,CRL-8885,Homo Sapiens,Male,White,5,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01094,SIDS00341,SIDP00287,,Ramos,,Haematopoietic and Lymphoid,Burkitt's Lymphoma,C2912,Tumour,Unknown,Burkitt's Lymphoma,Cell Line,Suspension,,,,,,,,,,,,,Ramos-2G6-4C10 was derived from the Ramos cell line by repetitive cloning with selection for low constitutive expression of CD23 and maximum stimulation of CD23 expression by IL4 (ATCC).,,ACH-001636,RAMOS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_0597,,ATCC:CRL-1596,ATCC,CRL-1596,Homo Sapiens,Male,White,3,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00734,SIDS00226,SIDP00185,,NCI-H1437,,Lung,Non-Small Cell Lung Carcinoma,C3512,Metastasis,Pleural effusion,Lung Adenocarcinoma,Cell Line,Adherent,,,6,1986,,,MSS,2.848688544,2.981909141,,49.26,,NCI-BL1437 is a matched normal line initiated by Epstein Barr virus (EBV) transformation from the same patient as NCI-H1437. (ATCC),687794,ACH-000589,NCIH1437_LUNG,CVCL_1472,,ATCC:CRL-5872,ATCC,CRL-5872,Homo Sapiens,Male,White,60,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01295,SIDS01193,SIDP01084,,HCM-SANG-0315-C25,WTSI-PANC_014,Pancreas,Pancreatic Carcinoma,C8294,Tumour,Pancreatic duct,Pancreatic Adenocarcinoma,Organoid,Unknown,None,7,6,2017,,,MSS,,,1.82,1.56,,,,,,,HCM-SANG-0315-C25,ATCC:PDM-90,ATCC,PDM-90,Homo Sapiens,Female,White,72,,,,Non-Smoker,,,,,,,,,,,,,,,,IIA,T3,N0,M0,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00121,SIDS00816,SIDP00729,,CCRF-CEM,CEM-CCRF;CEM-CCRF (CAMR);CCRF/CEM/0;CCRF-CEM/S;GM03671,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,C7953,Tumour,Unknown,Childhood T Acute Lymphoblastic Leukemia,Cell Line,Suspension,,,,,,,MSI,1.976164792,2.025742844,,118.03,,"CEM/C1 is a camptothecin resistant derivative of the human T cell leukemia cell line CCRF CEM.;CEM/C2 is a multi drug resistant derivative of the human T cell leukemia cell line CCRF CEM.;AGR-ON is a derivative of CEM-AG, itself a derivative of CCRF-CEM, selected for ability to produce CSF (ATCC).",905952,ACH-001738,CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_0207,,NCI:CCRF-CEM,NCI,CCRF-CEM,Homo Sapiens,Female,White,4,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00732,SIDS00572,SIDP00505,,D-263MG,,Central Nervous System,Glioblastoma,C3058,Tumour,Unknown,Glioblastoma,Cell Line,Unknown,,,,,,,MSS,3.194381566,3.230836038,,26.84,,,946368,ACH-002225,D263MG_CENTRAL_NERVOUS_SYSTEM,CVCL_1154,,,,,Homo Sapiens,Female,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00882,SIDS00135,SIDP00108,,HCC1419,,Breast,Breast Carcinoma,C4017,Tumour,Mammary gland,Ductal Breast Carcinoma,Cell Line,Adherent,,28,12,1994,,,MSS,3.555410413,2.084199766,,29.58,,,907045,ACH-000277,HCC1419_BREAST,CVCL_1251,,ATCC:CRL-2326,ATCC,CRL-2326,Homo Sapiens,Female,Other,42,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Chemotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00806,SIDS00058,SIDP00046,,HOS,,Bone,Osteosarcoma,C9145,Tumour,Bone,Osteosarcoma,Cell Line,Adherent,,,,,,,MSS,2.148085135,2.258125649,,36.08,,HOS and 143B originated from the same patient: 143B is TK- and originated indirectly from HOS which is TK+ (ECACC & PMID: 20544518). ;HTK- and 143B have a common STR profile and are thought to be the same cell line (ECACC).,907060,ACH-000613,HOS_BONE,CVCL_0312,,ATCC:CRL-1543,ATCC,CRL-1543,Homo Sapiens,Female,White,13,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00695,SIDS00169,SIDP00135,,HT-144,HT144-mel,Skin,Melanoma,C3224,Tumour,Subcutaneous tissue,Melanoma,Cell Line,Adherent,,,,,,,MSS,2.661321364,2.748103856,,26.03,,,907067,ACH-000322,HT144_SKIN,CVCL_0318,,ATCC:HTB-63,ATCC,HTB-63,Homo Sapiens,Male,White,29,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00679,SIDS00170,SIDP00136,,HT-3,,Cervix,Cervical Carcinoma,C9039,Metastasis,Lymph Node,Cervical Carcinoma,Cell Line,Adherent,,,,,,,MSS,2.904742366,2.920579191,,47.34,,,907068,ACH-001525,HT3_CERVIX,CVCL_1293,,ATCC:HTB-32,ATCC,HTB-32,Homo Sapiens,Female,White,58,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00694,SIDS00171,SIDP00137,,HuTu-80,,Small Intestine,Other Solid Cancers,C7889,Tumour,Duodenum,Duodenal Adenocarcinoma,Cell Line,Adherent,,,,,,,MSS,1.960884419,1.995603259,,34.68,,"AZ-521 was originally reported as a human gastric cancer cell line. However, the STR DNA analysis pattern of AZ-521 is identical to the HuTu-80 cell line which was derived from a human duodenum carcinoma (JCRB).",907073,ACH-000538,HUTU80_SMALL_INTESTINE,CVCL_1301,,ATCC:HTB-40,ATCC,HTB-40,Homo Sapiens,Male,White,53,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00693,SIDS00172,SIDP00138,,J82,J82COT,Bladder,Bladder Carcinoma,C4912,Tumour,Urinary Bladder,Bladder Carcinoma,Cell Line,Adherent,,,,,,,MSS,3.631170504,3.222837334,,30.58,,J82-EBV was derived from the same patient as J82.,753566,ACH-000396,J82_URINARY_TRACT,CVCL_0359,,ATCC:HTB-1,ATCC,HTB-1,Homo Sapiens,Male,White,58,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00689,SIDS00176,SIDP00141,,JM1,,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,C8644,Tumour,Unknown,B Acute Lymphoblastic Leukemia,Cell Line,Suspension,,,,,,,MSS,2.272725065,2.344865885,,22.5,,,1327768,ACH-000151,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_3532,,ATCC:CRL-10423,ATCC,CRL-10423,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00685,SIDS00180,SIDP00145,,LN-18,LN018,Central Nervous System,Glioblastoma,C3058,Tumour,Right temporal lobe,Glioblastoma,Cell Line,Adherent,,,,1976,,,MSS,2.535260577,2.616756679,,65.08,,,1240168,ACH-000819,LN18_CENTRAL_NERVOUS_SYSTEM,CVCL_0392,,ATCC:CRL-2610,ATCC,CRL-2610,Homo Sapiens,Male,White,65,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00630,SIDS00197,SIDP00160,,MDA-MB-415,MDA-415,Breast,Breast Carcinoma,C5214,Metastasis,Pleural effusion,Breast Adenocarcinoma,Cell Line,Adherent,,,,1975,,,MSS,2.875075664,2.568184957,,34.24,,,924240,ACH-000876,MDAMB415_BREAST,CVCL_0621,,ATCC:HTB-128,ATCC,HTB-128,Homo Sapiens,Female,White,38,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00750,SIDS00229,SIDP00188,,NCI-H1568,,Lung,Non-Small Cell Lung Carcinoma,C3512,Metastasis,Lymph node,Lung Adenocarcinoma,Cell Line,Adherent,,,12,1986,,,MSS,2.500623586,2.633993801,,120.74,,,1298348,ACH-000869,NCIH1568_LUNG,CVCL_1476,,ATCC:CRL-5876,ATCC,CRL-5876,Homo Sapiens,Female,White,48,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00749,SIDS00230,SIDP00189,,NCI-H1573,,Lung,Non-Small Cell Lung Carcinoma,C3512,Metastasis,Soft tissue,Lung Adenocarcinoma,Cell Line,Adherent,,,12,1986,,,MSS,1.661882845,1.760384366,,188.66,,,908472,ACH-000916,NCIH1573_LUNG,CVCL_1478,,ATCC:CRL-5877,ATCC,CRL-5877,Homo Sapiens,Female,White,35,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00748,SIDS00231,SIDP00190,,NCI-H1581,,Lung,Non-Small Cell Lung Carcinoma,C4450,Tumour,Lung,Large Cell Lung Carcinoma,Cell Line,Semi-Adherent,,,1,1987,,,MSS,3.189663341,1.711993282,,35.13,,,908471,ACH-000015,NCIH1581_LUNG,CVCL_1479,,ATCC:CRL-5878,ATCC,CRL-5878,Homo Sapiens,Male,White,44,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00747,SIDS00232,SIDP00191,,NCI-H1623,,Lung,Non-Small Cell Lung Carcinoma,C3512,Metastasis,Lymph node,Lung Adenocarcinoma,Cell Line,Semi-Adherent,,,4,1987,,,MSS,2.63487674,2.736900561,,76.45,,,687798,ACH-000744,NCIH1623_LUNG,CVCL_1481,,ATCC:CRL-5881,ATCC,CRL-5881,Homo Sapiens,Male,White,58,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00746,SIDS00233,SIDP00192,,NCI-H1648,,Lung,Non-Small Cell Lung Carcinoma,C3512,Metastasis,Lymph node,Lung Adenocarcinoma,Cell Line,Adherent,,,5,1987,,,MSS,2.43707672,2.514269641,,82.74,,,687799,ACH-000766,NCIH1648_LUNG,CVCL_1482,,ATCC:CRL-5882,ATCC,CRL-5882,Homo Sapiens,Male,Black,39,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00745,SIDS00234,SIDP00193,,NCI-H1650,H1650_CO,Lung,Non-Small Cell Lung Carcinoma,C2923,Metastasis,Pleural effusion,Bronchiolo-Alveolar Lung Carcinoma,Cell Line,Adherent,,,5,1987,,,MSS,1.991831895,2.086362167,,21.53,,,687800,ACH-000035,NCIH1650_LUNG,CVCL_1483,,ATCC:CRL-5883,ATCC,CRL-5883,Homo Sapiens,Male,White,27,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00743,SIDS00236,SIDP00195,,NCI-H1666,H1666_DA,Lung,Non-Small Cell Lung Carcinoma,C2923,Metastasis,Pleural effusion,Bronchiolo-Alveolar Lung Carcinoma,Cell Line,Semi-Adherent,,,6,1986,,,MSS,2.957840032,3.089927336,,40.47,,,908473,ACH-000448,NCIH1666_LUNG,CVCL_1485,,ATCC:CRL-5885,ATCC,CRL-5885,Homo Sapiens,Female,White,50,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00792,SIDS00053,SIDP00041,,NCI-H1688,,Lung,Small Cell Lung Carcinoma,C4917,Metastasis,Liver,Small Cell Lung Carcinoma,Cell Line,Adherent,,,,,,,MSS,2.732902954,3.081277216,,78.32,,,1298349,ACH-002170,NCIH1688_LUNG,CVCL_1487,,ATCC:CCL-257,ATCC,CCL-257,Homo Sapiens,Male,White,50,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00741,SIDS00238,SIDP00197,,NCI-H1694,,Lung,Small Cell Lung Carcinoma,C4917,Metastasis,Ascites,Small Cell Lung Carcinoma,Cell Line,Suspension,,,7,1987,,,MSS,2.403295752,2.51256482,,48.55,,,688006,ACH-000431,NCIH1694_LUNG,CVCL_1489,,ATCC:CRL-5888,ATCC,CRL-5888,Homo Sapiens,Male,White,61,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00739,SIDS00240,SIDP00199,,NCI-H1734,,Lung,Non-Small Cell Lung Carcinoma,C3512,Tumour,Unknown,Lung Adenocarcinoma,Cell Line,Adherent,,,9,1987,,,MSS,2.492666737,2.627920631,,73.37,,,722058,ACH-000675,NCIH1734_LUNG,CVCL_1491,,ATCC:CRL-5891,ATCC,CRL-5891,Homo Sapiens,Female,Unknown,56,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00738,SIDS00241,SIDP00200,,NCI-H1755,,Lung,Non-Small Cell Lung Carcinoma,C3512,Metastasis,Liver,Lung Adenocarcinoma,Cell Line,Semi-Adherent,,,10,1987,,,MSS,3.009254755,2.923242551,,36.97,,,908475,ACH-000282,NCIH1755_LUNG,CVCL_1492,,ATCC:CRL-5892,ATCC,CRL-5892,Homo Sapiens,Female,White,65,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00768,SIDS00249,SIDP00207,,NCI-H1869,,Lung,Non-Small Cell Lung Carcinoma,C2926,Metastasis,Pleural effusion,Non-Small Cell Lung Carcinoma,Cell Line,Adherent,,,3,1988,,,MSS,3.774333342,4.16545016,,29.97,,,1240183,ACH-000894,NCIH1869_LUNG,CVCL_1500,,ATCC:CRL-5900,ATCC,CRL-5900,Homo Sapiens,Male,White,58,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Chemotherapy;Radiotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00767,SIDS00250,SIDP00208,,NCI-H187,,Lung,Small Cell Lung Carcinoma,C4917,Metastasis,Pleural effusion,Small Cell Lung Carcinoma,Cell Line,Suspension,,,,,,,MSS,2.969956698,3.039212237,,61.29,,,688007,ACH-001136,NCIH187_LUNG,CVCL_1501,,ATCC:CRL-5804,ATCC,CRL-5804,Homo Sapiens,Male,White,47,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00715,SIDS00265,SIDP00219,,NCI-H2030,,Lung,Non-Small Cell Lung Carcinoma,C3512,Metastasis,Lymph node,Lung Adenocarcinoma,Cell Line,Adherent,,,9,1988,,,MSS,2.114153336,3.909364593,,47,,,722045,ACH-000521,NCIH2030_LUNG,CVCL_1517,,ATCC:CRL-5914,ATCC,CRL-5914,Homo Sapiens,Male,Unknown,0,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00710,SIDS00269,SIDP00222,,NCI-H2081,,Lung,Small Cell Lung Carcinoma,C4917,Metastasis,Pleural effusion,Small Cell Lung Carcinoma,Cell Line,Suspension,,,11,1988,,,MSS,3.050388456,3.169268902,,51.84,,,908480,ACH-000394,NCIH2081_LUNG,CVCL_1522,,ATCC:CRL-5920,ATCC,CRL-5920,Homo Sapiens,Female,White,59,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Chemotherapy;Radiotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00708,SIDS00271,SIDP00224,,NCI-H2087,,Lung,Non-Small Cell Lung Carcinoma,C3512,Metastasis,Lymph node,Lung Adenocarcinoma,Cell Line,Adherent,,,11,1988,,,MSS,2.391760821,2.657161803,,61.87,,NCI-BL2087 is a lymphoblastoid line from the same patient as NCI-H2087 (ATCC).,724834,ACH-000841,NCIH2087_LUNG,CVCL_1524,,ATCC:CRL-5922,ATCC,CRL-5922,Homo Sapiens,Male,White,69,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00706,SIDS00273,SIDP00225,,NCI-H209,,Lung,Small Cell Lung Carcinoma,C4917,Metastasis,Bone marrow,Small Cell Lung Carcinoma,Cell Line,Suspension,,,12,1979,,,MSS,3.943454621,1.997839085,,49.5,,NCI-BL209 is a lymphoblastoid line from the same patient as NCI-H209 (ATCC).,688013,ACH-000290,NCIH209_LUNG,CVCL_1525,,ATCC:HTB-172,ATCC,HTB-172,Homo Sapiens,Male,White,55,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00704,SIDS00275,SIDP00226,,NCI-H211,,Lung,Small Cell Lung Carcinoma,C4917,Tumour,Unknown,Small Cell Lung Carcinoma,Cell Line,Suspension,,,1,1980,,,MSS,1.801945111,1.919528983,,56.39,,,1240189,ACH-000639,NCIH211_LUNG,CVCL_1529,,ATCC:CRL-5824,ATCC,CRL-5824,Homo Sapiens,Female,White,50,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Chemotherapy;Radiotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00716,SIDS00282,SIDP00231,,NCI-H2170,,Lung,Squamous Cell Lung Carcinoma,C3493,Tumour,Unknown,Squamous Cell Lung Carcinoma,Cell Line,Adherent,,,4,1989,,,MSS,5.473141565,2.892504071,,36.89,,,687815,ACH-000481,NCIH2170_LUNG,CVCL_1535,,ATCC:CRL-5928,ATCC,CRL-5928,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00733,SIDS00283,SIDP00232,,NCI-H2171,,Lung,Small Cell Lung Carcinoma,C4917,Metastasis,Pleural effusion,Small Cell Lung Carcinoma,Cell Line,Suspension,,,4,1989,,,MSS,1.809606521,1.84270174,,73.82,,NCI-BL2171 is a lymphoblastoid line from the same patient as NCI-H2171 (ATCC).,688015,ACH-000525,NCIH2171_LUNG,CVCL_1536,,ATCC:CRL-5929,ATCC,CRL-5929,Homo Sapiens,Male,White,50,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Chemotherapy;Radiotherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00730,SIDS00287,SIDP00235,,NCI-H2227,,Lung,Small Cell Lung Carcinoma,C4917,Tumour,Unknown,Small Cell Lung Carcinoma,Cell Line,Semi-Adherent,,,8,1989,,,MSS,2.508879449,2.556151282,,49.87,,,688018,ACH-000610,NCIH2227_LUNG,CVCL_1542,,ATCC:CRL-5934,ATCC,CRL-5934,Homo Sapiens,Male,White,54,,,,Smoker,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00727,SIDS00290,SIDP00238,,NCI-H2342,,Lung,Non-Small Cell Lung Carcinoma,C3512,Tumour,Unknown,Lung Adenocarcinoma,Cell Line,Adherent,,,4,1990,,,MSS,3.663892516,4.736849765,,240.76,,,687819,ACH-000951,NCIH2342_LUNG,CVCL_1549,,ATCC:CRL-5941,ATCC,CRL-5941,Homo Sapiens,Male,White,55,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00726,SIDS00291,SIDP00239,,NCI-H2347,,Lung,Non-Small Cell Lung Carcinoma,C3512,Tumour,Unknown,Lung Adenocarcinoma,Cell Line,Adherent,,,5,1990,,,MSS,3.756108677,3.86126962,,124.29,,NCI-BL2347 is a lymphoblastoid line from the same patient as NCI-H2347 (ATCC).,687820,ACH-000875,NCIH2347_LUNG,CVCL_1550,,ATCC:CRL-5942,ATCC,CRL-5942,Homo Sapiens,Female,White,54,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00723,SIDS00294,SIDP00241,,NCI-H2444,,Lung,Non-Small Cell Lung Carcinoma,C2926,Tumour,Unknown,Non-Small Cell Lung Carcinoma,Cell Line,Adherent,,,11,1990,,,MSS,2.361224437,2.596565185,,39.53,,,1298356,ACH-000186,NCIH2444_LUNG,CVCL_1552,,ATCC:CRL-5945,ATCC,CRL-5945,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00722,SIDS00295,SIDP00242,,NCI-H2452,,Lung,Mesothelioma,C45665,Tumour,Unknown,Pleural Biphasic Mesothelioma,Cell Line,Adherent,,,11,1990,,,MSS,3.309633959,3.351098543,,22.08,,,908462,ACH-000092,NCIH2452_PLEURA,CVCL_1553,,ATCC:CRL-5946,ATCC,CRL-5946,Homo Sapiens,Male,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00814,SIDS00013,SIDP00010,,SW13,Scott and White No. 13,Adrenal Gland,Other Solid Cancers,C9325,Tumour,Adrenal Cortex,Adrenal Cortex Carcinoma,Cell Line,Adherent,,,8,1971,,,MSS,3.100589488,3.145677882,,41.87,,,909744,ACH-001401,SW13_ADRENAL_CORTEX,CVCL_0542,,ATCC:CCL-105,ATCC,CCL-105,Homo Sapiens,Female,White,55,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00782,SIDS00045,SIDP00034,,T84,,Large Intestine,Colorectal Carcinoma,C4349,Metastasis,Lung,Colon Adenocarcinoma,Cell Line,Adherent,,,,,,,MSS,2.695027638,2.728073601,,39.89,,,909761,ACH-000381,T84_LARGE_INTESTINE,CVCL_0555,,ATCC:CCL-248,ATCC,CCL-248,Homo Sapiens,Male,Unknown,72,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01208,SIDS00019,SIDP00015,SIDM00846,HEp-2,,Cervix,Cervical Carcinoma,C4029,Tumour,Cervix,Cervical Adenocarcinoma,Cell Line,Adherent,,,,1951,,,,,,,,,"HeLaSF is a variant of Hela grown in serum free conditions. HEp-2 was originally thought to be derived from an epidermoid carcinoma of the larynx, but was found to contain HeLa marker chromosomes. DNA fingerprinting has confirmed it to have been established via HeLa cell contamination (ATCC).;BCG-823 was originally reported as a human gastric adenocarcinoma cell line. However, the STR DNA analysis pattern of BCG-823 showed contamination with the HeLa cell line (PMID: 26116706; 28851942).;GLC-82 was originally reported as a human lung adenocarcinoma cell line from a 32-year-old female patient. However, the STR DNA analysis pattern of GLC-82 showed contamination with the HeLa (PMID: 26116706).",,,,CVCL_1906,,ATCC:CCL-23,ATCC,CCL-23,Homo Sapiens,Female,Black,31,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01213,SIDS00015,SIDP00012,SIDM00828,HX,,Soft Tissue,Other Sarcomas,C3043,Tumour,Connective tissue,Fibrosarcoma,Cell Line,Adherent,,,7,1972,,,,,,,,,"HP is a polytropic retroviral packaging cell line derived from the human fibrosarcoma cell line, HT-1080 (ATCC).;HX is a xenotropic retroviral packaging cell line derived from the human fibrosarcoma cell line, HT-1080 (ATCC).;PEAZ-1 has been shown to be contaminated wih HT-1080 (ICLAC).;",,,,CVCL_3318,,ATCC:CR:-12011,ATCC,CR:-12011,Homo Sapiens,Male,White,35,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01142,SIDS00330,SIDP00277,,Tera-2,,Testis,Other Solid Cancers,C6341,Metastasis,Lung,Testicular Embryonal Carcinoma,Cell Line,Adherent,,,,1980,,,,,,,,,NTERA-2 was established in 1980 from a nude mouse xenograft of the Tera 2 cell line. ;NTERA-2-cl-D1 is a sub-clone of NTERA-2 (ATCC).,,ACH-001672,TERA2_SOFT_TISSUE,CVCL_2777,,ATCC:HTB-106,ATCC,HTB-106,Homo Sapiens,Male,White,22,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
